股票代码,股票名称,最新价格,涨跌幅(%),市盈率PE,市净率PB,总市值,板块类型,风险状态
600509,天富能源,7.66,-0.52,46.922,1.356,10527884138,上交所主板,正常上市
600510,黑牡丹,6.84,-2.01,83.563,0.669,7059054126,上交所主板,正常上市
600511,国药股份,27.59,0.88,10.347,1.093,20816737715,上交所主板,正常上市
600512,腾达建设,2.05,0.0,275.066,0.525,3254180584,上交所主板,正常上市
600512,腾达建设,2.04,-0.49,275.066,0.525,3238306533,上交所主板,正常上市
600513,联环药业,18.12,2.95,-44.991,4.045,5172467612,上交所主板,正常上市
600515,海南机场,2.9,-1.36,143.168,1.362,33133397846,上交所主板,正常上市
600515,海南机场,2.89,-1.7,143.168,1.362,33019144750,上交所主板,正常上市
600516,方大炭素,5.39,3.45,228.517,1.328,21699980284,上交所主板,正常上市
600517,国网英大,4.99,-0.2,12.293,1.188,28534994363,上交所主板,正常上市
600518,康美药业,1.48,2.78,-1388.362,2.814,20466767101,上交所主板,正常上市
600518,康美药业,1.47,2.08,-1388.362,2.814,20328478134,上交所主板,正常上市
600520,三佳科技,25.7,-0.39,304.597,10.367,4071651000,上交所主板,正常上市
600521,华海药业,18.3,1.5,73.223,2.844,27399715187,上交所主板,正常上市
600522,中天科技,33.91,1.07,36.346,3.054,115733122699,上交所主板,正常上市
600523,贵航股份,11.5,-0.52,23.677,1.43,4649580180,上交所主板,正常上市
600525,ST长园,5.12,-0.97,-6.489,2.398,6752154378,上交所主板,ST风险警示
600526,菲达环保,4.48,-0.44,12.84,0.859,3981388723,上交所主板,正常上市
600527,江南高纤,2.22,-0.45,175.597,1.854,3844509202,上交所主板,正常上市
600528,中铁工业,7.11,-0.42,11.547,0.619,15795231791,上交所主板,正常上市
600529,山东药玻,19.19,0.73,19.087,1.52,12734754828,上交所主板,正常上市
600530,ST交昂,3.86,-1.03,734.892,9.517,2991191200,上交所主板,ST风险警示
600531,豫光金铅,13.51,-1.96,18.029,2.3,16337139050,上交所主板,正常上市
600533,栖霞建设,2.18,-0.46,-1.203,1.726,2289000000,上交所主板,正常上市
600535,天士力,15.54,1.5,19.96,1.815,23215983078,上交所主板,正常上市
600536,中国软件,31.8,-1.0,-860.858,8.45,29694413371,上交所主板,正常上市
600537,*ST亿晶,2.26,-1.31,-4.953,-18.404,2675195941,上交所主板,*ST退市风险警示
600538,国发股份,5.2,0.78,-27.672,3.999,2725831410,上交所主板,正常上市
600540,新赛股份,4.04,-0.25,-19.734,6.089,2348762918,上交所主板,正常上市
600540,新赛股份,4.04,-0.25,-19.734,6.089,2348762918,上交所主板,正常上市
600543,*ST莫高,4.04,-0.74,-12.202,1.871,1297324800,上交所主板,*ST退市风险警示
600545,卓郎智能,4.42,-1.12,-14.414,3.015,7902572021,上交所主板,正常上市
600546,山煤国际,12.83,-0.93,18.996,1.524,25434912276,上交所主板,正常上市
600548,深高速,8.38,0.48,17.992,0.905,21267234344,上交所主板,正常上市
600549,厦门钨业,56.36,-0.02,29.513,4.892,89476337153,上交所主板,正常上市
600551,时代出版,6.97,0.29,11.805,0.792,4726045016,上交所主板,正常上市
600552,凯盛科技,18.24,0.22,130.014,3.998,17229629747,上交所主板,正常上市
600556,天下秀,5.08,-0.97,442.41,2.396,9183358021,上交所主板,正常上市
600557,康缘药业,12.96,2.78,24.494,1.499,7337418126,上交所主板,正常上市
600558,大西洋,4.74,-0.84,21.602,1.715,4254646899,上交所主板,正常上市
600559,老白干酒,12.38,1.81,25.553,2.066,11324573357,上交所主板,正常上市
600560,金自天正,11.2,-1.15,49.57,2.537,2504829600,上交所主板,正常上市
600561,江西长运,5.66,-0.35,111.632,1.77,1610138688,上交所主板,正常上市
600562,国睿科技,26.88,4.07,52.993,4.97,33381138739,上交所主板,正常上市
600563,法拉电子,138.35,4.02,26.045,4.945,31128750000,上交所主板,正常上市
600566,济川药业,25.24,0.2,13.369,1.55,23257720062,上交所主板,正常上市
600567,山鹰国际,1.36,-0.73,-5.029,0.576,8439423024,上交所主板,正常上市
600568,ST中珠,2.23,0.45,-38.16,2.75,4444099389,上交所主板,ST风险警示
600569,安阳钢铁,1.78,-1.66,-4.227,3.488,5112910067,上交所主板,正常上市
600570,恒生电子,22.67,-0.57,32.055,4.303,42928998845,上交所主板,正常上市
600571,信雅达,10.59,-0.94,140.402,4.272,4938310892,上交所主板,正常上市
600572,康恩贝,4.78,0.63,25.048,1.668,12134183108,上交所主板,正常上市
600573,惠泉啤酒,9.87,-0.3,30.098,1.805,2467500000,上交所主板,正常上市
600575,淮河能源,3.38,-0.88,15.573,1.086,24223757535,上交所主板,正常上市
600576,祥源文旅,5.63,-0.35,57.787,2.294,5937107717,上交所主板,正常上市
600577,精达股份,8.2,-1.68,29.976,2.832,18300877572,上交所主板,正常上市
600578,京能电力,6.2,3.33,11.687,1.643,41506650293,上交所主板,正常上市
600579,中化装备,7.25,-0.96,-27.71,2.358,3578605503,上交所主板,正常上市
600580,卧龙电驱,35.8,-0.17,49.314,5.01,55923806894,上交所主板,正常上市
600581,*ST八钢,2.33,-0.43,,,3571652037,上交所主板,*ST退市风险警示
600583,海油工程,5.38,-1.65,12.001,0.82,23786888824,上交所主板,正常上市
600584,长电科技,80.6,3.1,87.481,5.024,144226814342,上交所主板,正常上市
600585,海螺水泥,17.53,-0.96,11.9,0.479,92506862571,上交所主板,正常上市
600586,金晶科技,4.22,-1.17,-7.963,1.184,5981165094,上交所主板,正常上市
600587,新华医疗,12.93,0.7,16.022,1.0,7843914019,上交所主板,正常上市
600588,用友网络,11.64,-1.1,-28.93,5.773,39773849841,上交所主板,正常上市
600589,大位科技,8.34,0.85,-121.022,19.938,12356292883,上交所主板,正常上市
600590,泰豪科技,8.7,-0.91,98.641,2.282,7419966825,上交所主板,正常上市
600592,龙溪股份,14.8,0.0,42.726,2.289,5913392851,上交所主板,正常上市
600592,龙溪股份,14.8,0.0,42.726,2.289,5913392851,上交所主板,正常上市
600593,大连圣亚,41.36,2.12,105.515,25.792,5395205200,上交所主板,正常上市
600594,益佰制药,4.0,3.09,-8.95,1.464,3137575600,上交所主板,正常上市
600596,新安股份,10.81,-1.1,69.535,1.163,14589144100,上交所主板,正常上市
600597,光明乳业,6.89,0.58,-42.414,1.032,9497684227,上交所主板,正常上市
600598,北大荒,11.89,-1.33,17.476,2.461,21136614118,上交所主板,正常上市
600600,青岛啤酒,53.44,-0.02,15.574,2.246,72902587266,上交所主板,正常上市
600601,方正科技,12.84,-0.93,87.75,11.247,54874858669,上交所主板,正常上市
600602,云赛智联,20.0,-1.23,139.378,5.556,27353469100,上交所主板,正常上市
600602,云赛智联,19.99,-1.28,139.378,5.556,27339792365,上交所主板,正常上市
600603,广汇物流,4.49,-1.32,30.064,0.726,5279982952,上交所主板,正常上市
600605,汇通能源,25.83,0.62,229.263,3.725,5328275141,上交所主板,正常上市
600609,金杯汽车,3.32,-0.6,20.61,2.556,4331134413,上交所主板,正常上市
600610,中毅达,7.09,-1.53,136.987,54.622,7595336949,上交所主板,正常上市
600612,老凤祥,34.51,-0.98,10.689,1.315,18052794036,上交所主板,正常上市
600613,神奇制药,5.83,10.0,86.17,1.338,3113637591,上交所主板,正常上市
600615,鑫源智造,9.32,-1.06,-151.336,2.914,2102821365,上交所主板,正常上市
600616,金枫酒业,4.36,1.16,7091.267,1.508,2916861582,上交所主板,正常上市
600617,国新能源,3.49,-1.41,-24.456,2.105,6732879298,上交所主板,正常上市
600618,氯碱化工,10.23,-1.45,14.136,1.242,11829971754,上交所主板,正常上市
600619,海立股份,14.31,-2.25,119.072,2.489,15359558450,上交所主板,正常上市
600620,天宸股份,4.35,-0.91,489.42,2.095,2987045442,上交所主板,正常上市
600621,华鑫股份,13.43,0.0,21.8,1.523,14247877492,上交所主板,正常上市
600622,光大嘉宝,2.25,-2.17,-2.437,1.688,3374292155,上交所主板,正常上市
600624,ST复华,4.12,-1.44,-13.97,6.587,2798909401,上交所主板,ST风险警示
600626,申达股份,3.55,-0.84,105.543,1.462,4688643568,上交所主板,正常上市
600628,新世界,6.24,-0.16,56.064,0.951,4036502396,上交所主板,正常上市
600629,华建集团,16.51,0.55,1221.742,3.606,18983278536,上交所主板,正常上市
600630,龙头股份,6.78,-0.29,53.694,3.54,2880561628,上交所主板,正常上市
600633,浙数文化,11.21,0.45,24.161,1.367,14215114831,上交所主板,正常上市
600635,大众公用,4.71,-0.84,51.148,1.565,13905967319,上交所主板,正常上市
600637,东方明珠,8.25,-0.6,49.68,0.926,27735673490,上交所主板,正常上市
600638,新黄浦,5.06,-2.13,26.551,0.729,3407387737,上交所主板,正常上市
600639,浦东金桥,9.54,-1.34,10.268,0.711,10707818999,上交所主板,正常上市
600640,国脉文化,11.05,0.45,370.667,2.209,8746642307,上交所主板,正常上市
600641,先导基电,35.18,-1.51,781.377,3.97,33310743066,上交所主板,正常上市
600642,申能股份,8.44,0.12,10.897,1.084,41306029933,上交所主板,正常上市
600643,爱建集团,4.05,-0.49,-3.215,0.657,6452341651,上交所主板,正常上市
600644,乐山电力,10.18,-1.55,258.752,2.847,5887305927,上交所主板,正常上市
600645,中源协和,20.55,3.37,87.428,2.587,9616349690,上交所主板,正常上市
600648,外高桥,8.98,-1.1,13.444,0.766,12212011718,上交所主板,正常上市
600649,城投控股,3.82,-1.55,34.779,0.453,9518678934,上交所主板,正常上市
600651,飞乐音响,6.12,-0.97,254.656,6.072,15343011452,上交所主板,正常上市
600654,中安科,3.01,-0.66,117.729,5.139,8564683080,上交所主板,正常上市
600655,豫园股份,4.66,-0.64,-3.784,0.605,18133031065,上交所主板,正常上市
600658,电子城,4.12,-1.44,-2.433,1.14,4608570385,上交所主板,正常上市
600660,福耀玻璃,54.86,-1.03,15.915,3.657,143170530166,上交所主板,正常上市
600662,外服控股,4.49,0.0,15.122,1.891,10252659537,上交所主板,正常上市
600663,陆家嘴,9.47,-1.87,31.4,1.869,47682905340,上交所主板,正常上市
600664,哈药股份,9.05,2.72,73.572,3.889,22792514378,上交所主板,正常上市
600665,天地源,3.55,-1.11,-2.197,2.164,3067634950,上交所主板,正常上市
600666,奥瑞德,3.87,-2.27,76.037,9.711,10647598315,上交所主板,正常上市
600667,太极实业,24.31,7.05,110.885,5.825,50845390347,上交所主板,正常上市
600668,尖峰集团,7.87,-0.25,-17.221,0.593,3249527675,上交所主板,正常上市
600671,天目药业,22.75,5.52,169.655,37.562,2770469634,上交所主板,正常上市
600673,东阳光,35.37,3.69,912.38,10.724,106447962437,上交所主板,正常上市
600674,川投能源,15.08,0.13,15.558,1.586,73509070966,上交所主板,正常上市
600676,久事动娱,6.88,-1.01,-20.927,1.482,7076031455,上交所主板,正常上市
600678,ST金顶,5.62,-1.06,-218.876,7.592,1961323800,上交所主板,ST风险警示
600679,上海凤凰,9.53,-0.73,53.56,2.305,4720154460,上交所主板,正常上市
600681,百川能源,3.45,0.29,18.877,1.257,4625949095,上交所主板,正常上市
600682,南京新百,6.02,3.08,-8.605,0.492,8097695970,上交所主板,正常上市
600683,京投发展,12.93,10.04,-7.567,-6.54,9578254329,上交所主板,正常上市
600684,珠江股份,3.47,-2.25,61.707,3.037,3838077762,上交所主板,正常上市
600685,中船防务,26.55,-0.41,30.751,2.057,37528594336,上交所主板,正常上市
600688,上海石化,2.8,-1.41,-31.824,1.254,29519329000,上交所主板,正常上市
600689,上海三毛,10.55,-0.85,182.39,4.474,2120458669,上交所主板,正常上市
600690,海尔智家,21.85,0.46,10.937,1.635,204901207853,上交所主板,正常上市
600692,亚通股份,6.2,-0.96,81.382,2.243,2180937197,上交所主板,正常上市
600693,东百集团,10.45,2.75,186.09,2.527,9089893271,上交所主板,正常上市
600694,大商股份,14.47,-0.69,10.961,0.599,5481143551,上交所主板,正常上市
600697,欧亚集团,10.7,-0.83,-32.981,0.761,1702242403,上交所主板,正常上市
600698,湖南天雁,7.19,-1.64,-252.491,10.37,7683505293,上交所主板,正常上市
600699,均胜电子,21.24,0.05,23.581,1.88,32938366758,上交所主板,正常上市
600702,舍得酒业,38.93,1.3,119.227,1.811,12928297374,上交所主板,正常上市
600703,三安光电,13.88,1.54,-139.153,1.984,69247579931,上交所主板,正常上市
600704,物产中大,4.88,-0.61,6.99,0.599,25235357863,上交所主板,正常上市
600706,曲江文旅,7.84,-1.13,-11.97,4.456,1999668714,上交所主板,正常上市
600707,彩虹股份,9.33,-0.11,583.261,1.538,33479676200,上交所主板,正常上市
600708,光明地产,3.29,0.0,-1.988,1.229,7332214884,上交所主板,正常上市
600710,苏美达,10.47,-1.51,9.972,1.597,13681666574,上交所主板,正常上市
600712,南宁百货,5.58,-0.18,-95.055,4.009,3039176909,上交所主板,正常上市
600713,南京医药,5.34,0.75,11.23,0.951,6985595931,上交所主板,正常上市
600714,金瑞矿业,15.19,-0.59,308.044,5.81,4377397587,上交所主板,正常上市
600716,凤凰股份,3.63,0.0,-8.152,0.764,3397899942,上交所主板,正常上市
600717,天津港,4.2,-0.94,11.483,0.595,12154804360,上交所主板,正常上市
600718,东软集团,8.27,-0.84,-20.023,1.117,9894549306,上交所主板,正常上市
600719,大连热电,7.79,-1.14,-52.872,7.817,3151830884,上交所主板,正常上市
600720,中交设计,5.19,-0.95,8.297,0.743,11908950982,上交所主板,正常上市
600721,百花医药,14.93,6.41,213.88,7.04,5741296191,上交所主板,正常上市
600725,云维股份,3.26,-1.51,-106.819,15.658,4017852200,上交所主板,正常上市
600726,华电能源,6.8,10.03,165.599,10.797,53769886228,上交所主板,正常上市
600727,鲁北化工,7.39,-1.34,29.623,1.165,3906229368,上交所主板,正常上市
600728,佳都科技,4.73,0.0,153.661,1.28,10087194505,上交所主板,正常上市
600729,XD重百集,19.5,-1.47,10.107,1.056,8588835002,上交所主板,正常上市
600730,*ST高科,10.38,-1.61,-47.231,3.624,6089489301,上交所主板,*ST退市风险警示
600731,湖南海利,5.78,-0.52,13.818,1.003,3201266964,上交所主板,正常上市
600734,*ST实达,1.69,-0.59,-26.176,16.065,3681332249,上交所主板,*ST退市风险警示
600736,苏州高新,6.87,1.18,36.64,1.061,7909382271,上交所主板,正常上市
600737,中粮糖业,12.87,-2.05,27.82,2.368,27526976694,上交所主板,正常上市
600738,丽尚国潮,4.06,0.0,18.562,1.431,3091021058,上交所主板,正常上市
600739,XD辽宁成,10.87,1.21,17.601,0.564,16547574137,上交所主板,正常上市
600740,山西焦化,3.57,-1.92,67.659,0.601,9146772520,上交所主板,正常上市
600741,华域汽车,15.67,-0.95,6.882,0.725,49403184829,上交所主板,正常上市
600742,富维股份,7.72,0.0,12.802,0.673,5736406834,上交所主板,正常上市
600745,*ST闻泰,17.21,0.35,-2.456,0.938,22567156233,上交所主板,*ST退市风险警示
600746,江苏索普,6.59,-1.93,117.682,1.412,7696084606,上交所主板,正常上市
600749,西藏旅游,14.3,-0.76,261.784,3.12,3245606893,上交所主板,正常上市
600750,华润江中,24.3,0.37,16.976,3.579,15444795423,上交所主板,正常上市
600751,海航科技,3.23,-0.31,128.43,1.239,9364861039,上交所主板,正常上市
600753,ST海钦,10.1,0.9,38.761,26.56,2326102468,上交所主板,ST风险警示
600754,锦江酒店,19.44,-0.21,20.145,1.286,20685685301,上交所主板,正常上市
600755,厦门国贸,5.76,-0.35,36.02,0.638,12312697519,上交所主板,正常上市
600757,长江传媒,7.71,0.0,9.879,0.906,9357243605,上交所主板,正常上市
600758,辽宁能源,3.53,0.28,-9.671,0.877,4666721401,上交所主板,正常上市
600759,ST洲际,2.52,-1.95,49.197,1.151,10455503386,上交所主板,ST风险警示
600760,中航沈飞,45.21,2.38,39.358,5.383,128167159576,上交所主板,正常上市
600761,安徽合力,16.72,-1.53,12.257,1.336,14892382964,上交所主板,正常上市
600763,通策医疗,37.13,0.24,32.914,3.76,16607844914,上交所主板,正常上市
600764,中国海防,18.16,-1.36,112.141,1.574,12905029650,上交所主板,正常上市
600765,中航重机,13.55,0.15,36.971,1.466,21036295773,上交所主板,正常上市
600768,宁波富邦,15.16,1.27,18.876,4.211,2027607552,上交所主板,正常上市
600769,祥龙电业,15.34,-0.32,298.994,45.385,5752150248,上交所主板,正常上市
600770,综艺股份,5.3,0.19,50.529,2.025,6890000000,上交所主板,正常上市
600771,广誉远,14.45,2.48,106.776,4.159,7073146987,上交所主板,正常上市
600773,西藏城投,11.15,-1.68,-18.553,2.501,10610193545,上交所主板,正常上市
600774,汉商集团,7.38,1.93,-11.878,1.469,2177339127,上交所主板,正常上市
600776,东方通信,12.97,0.08,35.675,4.272,16290320830,上交所主板,正常上市
600777,新潮能源,4.17,-2.11,37.428,1.282,28358067590,上交所主板,正常上市
600778,友好集团,5.57,-0.89,125.993,6.864,1735006831,上交所主板,正常上市
600780,通宝能源,5.95,-0.17,10.465,0.796,6821690012,上交所主板,正常上市
600782,新钢股份,2.73,-1.44,-12.443,0.342,8692380467,上交所主板,正常上市
600783,鲁信创投,18.53,4.99,82.609,3.134,13792977718,上交所主板,正常上市
600784,鲁银投资,8.09,0.25,37.528,1.648,5466026921,上交所主板,正常上市
600785,新华百货,9.04,-0.99,47.972,1.237,2855589480,上交所主板,正常上市
600787,中储股份,4.58,-0.65,18.371,0.711,9938964486,上交所主板,正常上市
600789,鲁抗医药,7.76,3.05,93.268,1.57,8110672677,上交所主板,正常上市
600790,轻纺城,3.34,-1.18,16.133,0.823,4895741700,上交所主板,正常上市
